"raceId","year","round","circuitId","name","date","time","url","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time"
167,2000,10,70,Austrian Grand Prix,"2000-07-16",N,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
168,2000,11,10,German Grand Prix,"2000-07-30",N,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,N,N,N,N,N,N,N,N,N,N
169,2000,12,11,Hungarian Grand Prix,"2000-08-13",N,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
170,2000,13,13,Belgian Grand Prix,"2000-08-27",N,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
171,2000,14,14,Italian Grand Prix,"2000-09-10",N,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
172,2000,15,19,United States Grand Prix,"2000-09-24",N,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,N,N,N,N,N,N,N,N,N,N
173,2000,16,22,Japanese Grand Prix,"2000-10-08",N,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,N,N,N,N,N,N,N,N,N,N
174,2000,17,2,Malaysian Grand Prix,"2000-10-22",N,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
175,1999,1,1,Australian Grand Prix,"1999-03-07",N,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
176,1999,2,18,Brazilian Grand Prix,"1999-04-11",N,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
177,1999,3,21,San Marino Grand Prix,"1999-05-02",N,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,N,N,N,N,N,N,N,N,N,N
178,1999,4,6,Monaco Grand Prix,"1999-05-16",N,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,N,N,N,N,N,N,N,N,N,N
179,1999,5,4,Spanish Grand Prix,"1999-05-30",N,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,N,N,N,N,N,N,N,N,N,N
180,1999,6,7,Canadian Grand Prix,"1999-06-13",N,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
181,1999,7,8,French Grand Prix,"1999-06-27",N,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,N,N,N,N,N,N,N,N,N,N
182,1999,8,9,British Grand Prix,"1999-07-11",N,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,N,N,N,N,N,N,N,N,N,N
183,1999,9,70,Austrian Grand Prix,"1999-07-25",N,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
184,1999,10,10,German Grand Prix,"1999-08-01",N,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,N,N,N,N,N,N,N,N,N,N
185,1999,11,11,Hungarian Grand Prix,"1999-08-15",N,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
186,1999,12,13,Belgian Grand Prix,"1999-08-29",N,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
187,1999,13,14,Italian Grand Prix,"1999-09-12",N,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
188,1999,14,20,European Grand Prix,"1999-09-26",N,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,N,N,N,N,N,N,N,N,N,N
189,1999,15,2,Malaysian Grand Prix,"1999-10-17",N,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
190,1999,16,22,Japanese Grand Prix,"1999-10-31",N,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,N,N,N,N,N,N,N,N,N,N
191,1998,1,1,Australian Grand Prix,"1998-03-08",N,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
192,1998,2,18,Brazilian Grand Prix,"1998-03-29",N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
193,1998,3,25,Argentine Grand Prix,"1998-04-12",N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,N,N,N,N,N,N,N,N,N,N
194,1998,4,21,San Marino Grand Prix,"1998-04-26",N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,N,N,N,N,N,N,N,N,N,N
195,1998,5,4,Spanish Grand Prix,"1998-05-10",N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,N,N,N,N,N,N,N,N,N,N
196,1998,6,6,Monaco Grand Prix,"1998-05-24",N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,N,N,N,N,N,N,N,N,N,N
197,1998,7,7,Canadian Grand Prix,"1998-06-07",N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
198,1998,8,8,French Grand Prix,"1998-06-28",N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,N,N,N,N,N,N,N,N,N,N
199,1998,9,9,British Grand Prix,"1998-07-12",N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,N,N,N,N,N,N,N,N,N,N
200,1998,10,70,Austrian Grand Prix,"1998-07-26",N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,N,N,N,N,N,N,N,N,N,N
